ID,p_val,log2FC,pct.1,pct.2,Pvalue,,,,
4833422C13Rik,0.281289841,0.00280844,0.001,0,1,,,,
Bhmt2,0.281289841,0.00280844,0.001,0,1,,,,
Gm47849,0.281289841,0.00280844,0.001,0,1,,,,
Gm31452,0.281289841,0.00280844,0.001,0,1,,,,
Cfap70,0.281289841,0.00280844,0.001,0,1,,,,
Gm10847,0.281289841,0.00280844,0.001,0,1,,,,
2010309G21Rik,0.281289841,0.00280844,0.001,0,1,,,,
Tmprss7,0.281289841,0.00280844,0.001,0,1,,,,
Tagln3,0.281289841,0.00280844,0.001,0,1,,,,
Gm15976,0.281289841,0.00280844,0.001,0,1,,,,
Gm49926,0.281289841,0.00280844,0.001,0,1,,,,
Gm50023,0.281289841,0.00280844,0.001,0,1,,,,
Gata6,0.281289841,0.00280844,0.001,0,1,,,,
F730048M01Rik,0.281289841,0.00280844,0.001,0,1,,,,
Efhc2,0.281289841,0.00280844,0.001,0,1,,,,
Gm14549,0.281289841,0.00280844,0.001,0,1,,,,
Hs6st2,0.281289841,0.00280844,0.001,0,1,,,,
Adgrg2,0.281289841,0.00280844,0.001,0,1,,,,
Gm8817,0.281289841,0.00280844,0.001,0,1,,,,
Amelx,0.281289841,0.00280844,0.001,0,1,,,,
Gm13185,0.281289841,0.00280844,0.001,0,1,,,,
1700025N21Rik,0.281289841,0.00280844,0.001,0,1,,,,
Foxq1,0.281289841,0.00280844,0.001,0,1,,,,
Gm16575,0.281289841,0.00280844,0.001,0,1,,,,
Cstdc5,0.281289841,0.00280844,0.001,0,1,,,,
Upk1b,0.281289841,0.00280844,0.001,0,1,,,,
AC132444.5,0.281289841,0.00280844,0.001,0,1,,,,
Gm16548,0.281289841,0.00280844,0.001,0,1,,,,
Gm48081,0.281289841,0.00280844,0.001,0,1,,,,
Xkr9,0.446354993,0.00280844,0,0,1,,,,
Hc,0.446354993,0.00280844,0,0,1,,,,
Xirp2,0.446354993,0.00280844,0,0,1,,,,
Ccm2l,0.446354993,0.00280844,0,0,1,,,,
Tmigd3,0.446354993,0.00280844,0,0,1,,,,
Clca3a1,0.446354993,0.00280844,0,0,1,,,,
Cxcl15,0.446354993,0.00280844,0,0,1,,,,
Gm26714,0.446354993,0.00280844,0,0,1,,,,
Slc35f3,0.446354993,0.00280844,0,0,1,,,,
Gm29562,0.446354993,0.00280844,0,0,1,,,,
Ucn2,0.446354993,0.00280844,0,0,1,,,,
Myh8,0.446354993,0.00280844,0,0,1,,,,
C030047K22Rik,0.446354993,0.00280844,0,0,1,,,,
1600019K03Rik,0.446354993,0.00280844,0,0,1,,,,
Gm4577,0.446354993,0.00280844,0,0,1,,,,
Gm21762,0.446354993,0.00280844,0,0,1,,,,
Tpsab1,0.446354993,0.00280844,0,0,1,,,,
Dner,0.977628653,0.002786644,0.007,0.007,1,,,,
Zfp651,0.452296564,0.002776405,0.024,0.028,1,,,,
Mybpc3,0.531061905,0.002775694,0.005,0.003,1,,,,
Amd2,0.728870045,0.002775694,0.006,0.005,1,,,,
Ganab,0.836795681,0.002774933,0.738,0.741,1,,,,
Ccnt1,0.241571639,0.002768019,0.949,0.964,1,,,,
4930415O20Rik,0.202163453,0.002764582,0.004,0.001,1,,,,
Gm29336,0.418132593,0.002764582,0.004,0.003,1,,,,
Gm13783,0.658371306,0.002764582,0.003,0.002,1,,,,
Dnah8,0.831906046,0.002764582,0.002,0.003,1,,,,
Gm10644,0.935949574,0.002764582,0.004,0.003,1,,,,
Mme,0.978568381,0.002764582,0.003,0.003,1,,,,
Eif3a,0.006213626,0.002755088,1,0.999,1,,,,
Gtf2h4,0.715724153,0.002747085,0.042,0.044,1,,,,
Sptbn5,0.516177041,0.002743719,0.009,0.007,1,,,,
Trpv4,0.24561544,0.002734622,0.021,0.015,1,,,,
4921507P07Rik,0.488980682,0.002732508,0.01,0.012,1,,,,
Gm45069,0.706672574,0.002721132,0.004,0.005,1,,,,
3110045C21Rik,0.857873161,0.002721132,0.006,0.007,1,,,,
Zfp78,0.869617843,0.002721132,0.005,0.005,1,,,,
Xndc1,0.643150665,0.002715206,0.031,0.034,1,,,,
Gclc,0.883677488,0.002713498,0.92,0.911,1,,,,
Rarres1,0.307962001,0.002709588,0.002,0.001,1,,,,
BC018473,0.307962001,0.002709588,0.002,0.001,1,,,,
9430037G07Rik,0.43764151,0.002709588,0.002,0.001,1,,,,
Kiss1r,0.43764151,0.002709588,0.002,0.001,1,,,,
4930580E04Rik,0.43777659,0.002709588,0.002,0.001,1,,,,
Gm47272,0.43777659,0.002709588,0.002,0.001,1,,,,
Fam83a,0.437776596,0.002709588,0.002,0.001,1,,,,
P2rx1,0.501399008,0.002709588,0.001,0.002,1,,,,
Gm15777,0.626220823,0.002709588,0.001,0.001,1,,,,
1700015C15Rik,0.626220823,0.002709588,0.001,0.001,1,,,,
Nell2,0.626220838,0.002709588,0.001,0.001,1,,,,
Plcxd3,0.626220844,0.002709588,0.001,0.001,1,,,,
Cnih3,0.626402124,0.002709588,0.001,0.001,1,,,,
Gm28940,0.65358637,0.002709588,0.002,0.001,1,,,,
Gm48008,0.653725929,0.002709588,0.002,0.001,1,,,,
Asb16,0.697692154,0.002709588,0,0.001,1,,,,
Gm34934,0.862337119,0.002709588,0.002,0.001,1,,,,
Bnipl,0.880135726,0.002709588,0.001,0.001,1,,,,
Fasl,0.880316244,0.002709588,0.001,0.001,1,,,,
Prss27,0.880677295,0.002709588,0.001,0.001,1,,,,
Wdr49,0.880857832,0.002709588,0.001,0.001,1,,,,
Pnpla3,0.880857832,0.002709588,0.001,0.001,1,,,,
Jakmip2,0.880857832,0.002709588,0.001,0.001,1,,,,
Gm15829,0.902683977,0.002709588,0.001,0.001,1,,,,
Rph3a,0.965212117,0.002709588,0.002,0.002,1,,,,
Mettl5,0.936761096,0.002698184,0.129,0.128,1,,,,
Yjefn3,0.472790559,0.00269321,0.03,0.034,1,,,,
Gm20712,0.765424813,0.002689718,0.009,0.008,1,,,,
Gm17178,0.951926998,0.002689718,0.011,0.011,1,,,,
Gm2164,0.557983248,0.002678083,0.006,0.007,1,,,,
Gm12248,0.607494866,0.002678083,0.007,0.008,1,,,,
Cfap77,0.858184067,0.002678083,0.008,0.009,1,,,,
Stk39,0.237037461,0.002666277,0.973,0.975,1,,,,
Olfr1369-ps1,0.280929332,0.002666277,0.001,0.002,1,,,,
Gm15396,0.491762661,0.002666277,0.002,0.001,1,,,,
Gm15862,0.648200138,0.002666277,0.004,0.003,1,,,,
Gm48061,0.80648539,0.002666277,0.003,0.003,1,,,,
Cadm2,0.899310049,0.002666277,0.005,0.005,1,,,,
Kifc2,0.978568381,0.002666277,0.003,0.003,1,,,,
Hist2h4,0.775861477,0.002659037,0.016,0.017,1,,,,
Slc37a1,0.354673673,0.002652164,0.03,0.036,1,,,,
Cdc6,0.932085727,0.002652164,0.025,0.024,1,,,,
Hoxa11os,0.099427985,0.002635429,0.01,0.016,1,,,,
Meikin,0.160519804,0.002635429,0.008,0.013,1,,,,
Liph,0.977471142,0.002635429,0.007,0.007,1,,,,
Ranbp3,0.788023531,0.002629797,0.721,0.726,1,,,,
Slc25a30,0.537983275,0.002626399,0.109,0.116,1,,,,
Fnta,0.267307295,0.002625759,0.923,0.947,1,,,,
Gm29481,0.531387956,0.002623367,0.005,0.003,1,,,,
Bpifc,0.531409451,0.002623367,0.005,0.004,1,,,,
Chek1,0.429490381,0.002617269,0.019,0.023,1,,,,
Rab24,0.158393676,0.002611479,0.991,0.988,1,,,,
Gm14154,0.551006605,0.002611126,0.002,0.003,1,,,,
Tm4sf5,0.831091046,0.002611126,0.002,0.002,1,,,,
Terb2,0.831623474,0.002611126,0.002,0.002,1,,,,
Gm40155,0.965356382,0.002611126,0.002,0.002,1,,,,
Gm42556,0.96550064,0.002611126,0.002,0.002,1,,,,
Ktn1,0.025277051,0.002595998,0.994,0.997,1,,,,
Crk,0.977791057,0.002583732,0.956,0.945,1,,,,
Trmt6,0.655645278,0.002581513,0.943,0.948,1,,,,
Igip,0.818322427,0.002580852,0.01,0.009,1,,,,
Mrpl27,0.480027195,0.002579218,0.931,0.942,1,,,,
Gm8113,0.656282638,0.002568357,0.004,0.003,1,,,,
Atp8a2,0.936058471,0.002568357,0.004,0.003,1,,,,
Rgs14,0.4675073,0.00256367,0.016,0.013,1,,,,
Oxnad1,0.173547844,0.002559219,0.028,0.036,1,,,,
Gm40190,0.437506414,0.002555678,0.002,0.001,1,,,,
Slc26a1,0.437506414,0.002555678,0.002,0.001,1,,,,
1700120B22Rik,0.437506414,0.002555678,0.002,0.001,1,,,,
Gm5893,0.437506414,0.002555678,0.002,0.001,1,,,,
Slc12a8,0.437641504,0.002555678,0.002,0.001,1,,,,
Syn2,0.58285891,0.002555678,0.001,0.001,1,,,,
Arhgap8,0.626220823,0.002555678,0.001,0.001,1,,,,
Jhy,0.626220844,0.002555678,0.001,0.001,1,,,,
Pcdhb5,0.653446778,0.002555678,0.002,0.001,1,,,,
Dlx6,0.653725853,0.002555678,0.002,0.001,1,,,,
Gm48935,0.697692154,0.002555678,0,0.001,1,,,,
Lmod1,0.861844537,0.002555678,0.002,0.001,1,,,,
Dtnbos,0.880496763,0.002555678,0.001,0.001,1,,,,
Tex11,0.880496763,0.002555678,0.001,0.001,1,,,,
Apol7e,0.902683977,0.002555678,0.001,0.001,1,,,,
Zfp318,0.149229607,0.0025544,0.074,0.088,1,,,,
Parp2,0.23239969,0.002547121,0.129,0.146,1,,,,
Map6,0.920556942,0.002531172,0.032,0.032,1,,,,
C1d,0.848584777,0.002526785,0.951,0.954,1,,,,
Tmem158,0.991700954,0.002525983,0.007,0.007,1,,,,
Igf2bp3,0.758718207,0.00252241,0.019,0.018,1,,,,
Penk,0.272965128,0.002513052,0.003,0.001,1,,,,
Gm12981,0.379776835,0.002513052,0.004,0.005,1,,,,
Gm13283,0.898494493,0.002513052,0.003,0.003,1,,,,
Gm35696,0.899169075,0.002513052,0.003,0.003,1,,,,
Rgma,0.858425321,0.002483999,0.01,0.011,1,,,,
Rgs16,0.622494265,0.002470821,0.007,0.005,1,,,,
Plvap,0.738128044,0.002470821,0.006,0.007,1,,,,
Nsmce4a,0.801202851,0.002469812,0.924,0.935,1,,,,
Ipo9,0.513419137,0.00246416,0.785,0.801,1,,,,
2300009A05Rik,0.426880642,0.00246028,0.91,0.922,1,,,,
Wfikkn1,0.218081543,0.002457449,0.002,0.001,1,,,,
Olfr1417,0.242513738,0.002457449,0.002,0.003,1,,,,
Gm16178,0.658254118,0.002457449,0.003,0.002,1,,,,
Zfp521,0.862008718,0.002457449,0.002,0.001,1,,,,
Lynx1,0.862665538,0.002457449,0.002,0.001,1,,,,
Tbc1d22bos,0.862665538,0.002457449,0.002,0.001,1,,,,
Wee2,0.880496767,0.002457449,0.001,0.001,1,,,,
Anxa10,0.880496767,0.002457449,0.001,0.001,1,,,,
Fgf11,0.96550064,0.002457449,0.002,0.002,1,,,,
Stk19,0.10323667,0.002456526,0.681,0.726,1,,,,
Tmem79,0.292047749,0.002442399,0.011,0.015,1,,,,
Ulbp1,0.627672798,0.002440996,0.021,0.019,1,,,,
Bcl9,0.962720881,0.002439662,0.036,0.036,1,,,,
Gm49785,0.456118743,0.00242898,0.007,0.009,1,,,,
Phf2os1,0.764040896,0.002415363,0.005,0.004,1,,,,
Fbxl12os,0.869888539,0.002415363,0.005,0.005,1,,,,
4933429H19Rik,0.935514071,0.002415363,0.004,0.003,1,,,,
Fam71f1,0.937283306,0.002415363,0.006,0.006,1,,,,
Pla2g4f,0.307565558,0.002401545,0.002,0.001,1,,,,
Pcolce2,0.437236323,0.002401545,0.002,0.001,1,,,,
Fbxl21,0.437236323,0.002401545,0.002,0.001,1,,,,
Dcdc2b,0.437371326,0.002401545,0.002,0.001,1,,,,
Gm36283,0.437371326,0.002401545,0.002,0.001,1,,,,
Gm49874,0.437371326,0.002401545,0.002,0.001,1,,,,
Cntnap5a,0.626039575,0.002401545,0.001,0.001,1,,,,
Myo3a,0.626039575,0.002401545,0.001,0.001,1,,,,
Abcg4,0.626039575,0.002401545,0.001,0.001,1,,,,
4930534H03Rik,0.626039575,0.002401545,0.001,0.001,1,,,,
Gm12107,0.626039575,0.002401545,0.001,0.001,1,,,,
Gm12319,0.626039575,0.002401545,0.001,0.001,1,,,,
Mb,0.626039575,0.002401545,0.001,0.001,1,,,,
Boll,0.626220823,0.002401545,0.001,0.001,1,,,,
Hey2,0.626220823,0.002401545,0.001,0.001,1,,,,
Shisa2,0.626220823,0.002401545,0.001,0.001,1,,,,
Gm12405,0.697692154,0.002401545,0,0.001,1,,,,
Ccdc192,0.697692154,0.002401545,0,0.001,1,,,,
Galnt13,0.902450087,0.002401545,0.001,0.001,1,,,,
Wfdc3,0.902450087,0.002401545,0.001,0.001,1,,,,
Triqk,0.902450087,0.002401545,0.001,0.001,1,,,,
Slc7a9,0.902450087,0.002401545,0.001,0.001,1,,,,
Gm36278,0.902450087,0.002401545,0.001,0.001,1,,,,
Ropn1,0.902450087,0.002401545,0.001,0.001,1,,,,
L3mbtl4,0.902450087,0.002401545,0.001,0.001,1,,,,
Igfn1,0.902450089,0.002401545,0.001,0.001,1,,,,
Mybpc2,0.902450089,0.002401545,0.001,0.001,1,,,,
Pdzd3,0.902450089,0.002401545,0.001,0.001,1,,,,
Bcas3os2,0.902450089,0.002401545,0.001,0.001,1,,,,
Cntnap5c,0.902450089,0.002401545,0.001,0.001,1,,,,
Cfap47,0.902450089,0.002401545,0.001,0.001,1,,,,
Cfap97d2,0.902683977,0.002401545,0.001,0.001,1,,,,
Col13a1,0.902683977,0.002401545,0.001,0.001,1,,,,
1500032F14Rik,0.902683977,0.002401545,0.001,0.001,1,,,,
Cnot10,0.119158035,0.002401179,0.769,0.798,1,,,,
Cops7b,0.408547834,0.002400501,0.037,0.043,1,,,,
Slamf1,0.235310413,0.002387522,0.007,0.01,1,,,,
Gm6598,0.551210765,0.002387522,0.007,0.009,1,,,,
AI597479,0.443987759,0.002374364,0.032,0.036,1,,,,
Zfp940,0.518757458,0.002373666,0.009,0.007,1,,,,
Gtpbp8,0.332923868,0.002365944,0.166,0.181,1,,,,
1700112H15Rik,0.661052797,0.002360333,0.01,0.009,1,,,,
Nat2,0.773464805,0.002360333,0.014,0.015,1,,,,
4933415A04Rik,0.634750161,0.002359606,0.003,0.004,1,,,,
Zc2hc1b,0.831889705,0.002359606,0.002,0.002,1,,,,
Tnfaip8l3,0.832289089,0.002359606,0.002,0.002,1,,,,
Lrrc74b,0.898944201,0.002359606,0.003,0.003,1,,,,
Efna4,0.445596882,0.002319855,0.021,0.025,1,,,,
Prkcsh,0.841659197,0.002319175,0.982,0.981,1,,,,
2900026A02Rik,0.330814253,0.002318057,0.005,0.003,1,,,,
Ltbp4,0.799667657,0.002318057,0.007,0.007,1,,,,
Mks1,0.54458904,0.002305739,0.012,0.015,1,,,,
Pcdh15,0.218081543,0.002303549,0.002,0.001,1,,,,
Atp1b2,0.262783539,0.002303549,0.001,0.003,1,,,,
1700025N23Rik,0.308160266,0.002303549,0.002,0.001,1,,,,
Gm30961,0.438046873,0.002303549,0.002,0.001,1,,,,
AK157302,0.514708221,0.002303549,0.003,0.002,1,,,,
Wfikkn2,0.632672864,0.002303549,0.002,0.003,1,,,,
Plekhg6,0.653865514,0.002303549,0.002,0.001,1,,,,
Npr3,0.654005085,0.002303549,0.002,0.001,1,,,,
Slc27a6,0.805798551,0.002303549,0.003,0.003,1,,,,
2310030G06Rik,0.831400792,0.002303549,0.002,0.003,1,,,,
Pcdhga12,0.832022801,0.002303549,0.002,0.002,1,,,,
Gm2814,0.862172912,0.002303549,0.002,0.001,1,,,,
Tek,0.862337113,0.002303549,0.002,0.001,1,,,,
Dnah11,0.862337119,0.002303549,0.002,0.001,1,,,,
Gm14027,0.862665538,0.002303549,0.002,0.001,1,,,,
Car4,0.965500638,0.002303549,0.002,0.002,1,,,,
Aldoc,0.065702339,0.002301577,0.969,0.966,1,,,,
Nprl2,0.336555064,0.002287477,0.051,0.059,1,,,,
Lrsam1,0.162791496,0.002285025,0.039,0.049,1,,,,
6330403L08Rik,0.62452608,0.00227689,0.007,0.005,1,,,,
Platr31,0.303692266,0.002262149,0.003,0.005,1,,,,
Zfp37,0.614284927,0.002262149,0.007,0.006,1,,,,
Vnn3,0.831400863,0.002262149,0.002,0.003,1,,,,
Ttc30a1,0.870610455,0.002262149,0.005,0.005,1,,,,
Cndp1,0.965067869,0.002262149,0.002,0.002,1,,,,
Gm5468,0.978568378,0.002262149,0.003,0.003,1,,,,
Cuedc1,0.149603259,0.00225434,0.027,0.036,1,,,,
Glt1d1,0.291480343,0.002250858,0.013,0.017,1,,,,
Unc80,0.127423104,0.002247189,0.002,0,1,,,,
Spata9,0.127423104,0.002247189,0.002,0,1,,,,
Carmn,0.127423104,0.002247189,0.002,0,1,,,,
C230014O12Rik,0.186874152,0.002247189,0.001,0,1,,,,
Gm11250,0.186874152,0.002247189,0.001,0,1,,,,
Adcyap1r1,0.186874152,0.002247189,0.001,0,1,,,,
Ffar1,0.186874152,0.002247189,0.001,0,1,,,,
Gm47101,0.186874152,0.002247189,0.001,0,1,,,,
Adarb2,0.186874152,0.002247189,0.001,0,1,,,,
Gm28187,0.281289827,0.002247189,0.001,0,1,,,,
Ildr2,0.281289827,0.002247189,0.001,0,1,,,,
Gm13256,0.281289827,0.002247189,0.001,0,1,,,,
Gm13448,0.281289827,0.002247189,0.001,0,1,,,,
Gm13480,0.281289827,0.002247189,0.001,0,1,,,,
Scn3a,0.281289827,0.002247189,0.001,0,1,,,,
C1qtnf4,0.281289827,0.002247189,0.001,0,1,,,,
Gm13999,0.281289827,0.002247189,0.001,0,1,,,,
Ngf,0.281289827,0.002247189,0.001,0,1,,,,
E130218I03Rik,0.281289827,0.002247189,0.001,0,1,,,,
Gm43838,0.281289827,0.002247189,0.001,0,1,,,,
Gm43698,0.281289827,0.002247189,0.001,0,1,,,,
Gm26666,0.281289827,0.002247189,0.001,0,1,,,,
Nell1,0.281289827,0.002247189,0.001,0,1,,,,
Tox3,0.281289827,0.002247189,0.001,0,1,,,,
Chrna5,0.281289827,0.002247189,0.001,0,1,,,,
Il22ra2,0.281289827,0.002247189,0.001,0,1,,,,
Gm11523,0.281289827,0.002247189,0.001,0,1,,,,
D930007J09Rik,0.281289827,0.002247189,0.001,0,1,,,,
Gm41002,0.281289827,0.002247189,0.001,0,1,,,,
Fbxo43,0.281289827,0.002247189,0.001,0,1,,,,
Gm17035,0.281289827,0.002247189,0.001,0,1,,,,
Gm32885,0.281289827,0.002247189,0.001,0,1,,,,
Ldhal6b,0.281289827,0.002247189,0.001,0,1,,,,
Gm49886,0.281289827,0.002247189,0.001,0,1,,,,
Pxt1,0.281289827,0.002247189,0.001,0,1,,,,
4930563E18Rik,0.281289827,0.002247189,0.001,0,1,,,,
Gm10814,0.281289827,0.002247189,0.001,0,1,,,,
Gm47735,0.281289827,0.002247189,0.001,0,1,,,,
Gm44000,0.281289827,0.002247189,0.001,0,1,,,,
Gm47917,0.281289827,0.002247189,0.001,0,1,,,,
6330403K07Rik,0.281289827,0.002247189,0.001,0,1,,,,
Dnah5,0.281289827,0.002247189,0.001,0,1,,,,
Slc9c1,0.281289827,0.002247189,0.001,0,1,,,,
Tcf24,0.281289841,0.002247189,0.001,0,1,,,,
Cnga3,0.281289841,0.002247189,0.001,0,1,,,,
Twist2,0.281289841,0.002247189,0.001,0,1,,,,
Gm16897,0.281289841,0.002247189,0.001,0,1,,,,
Gm13713,0.281289841,0.002247189,0.001,0,1,,,,
Gm38412,0.281289841,0.002247189,0.001,0,1,,,,
Gm43824,0.281289841,0.002247189,0.001,0,1,,,,
4930570G19Rik,0.281289841,0.002247189,0.001,0,1,,,,
Gm11823,0.281289841,0.002247189,0.001,0,1,,,,
Pappa,0.281289841,0.002247189,0.001,0,1,,,,
Slc24a2,0.281289841,0.002247189,0.001,0,1,,,,
Cfap99,0.281289841,0.002247189,0.001,0,1,,,,
Asphd2,0.281289841,0.002247189,0.001,0,1,,,,
5830487J09Rik,0.281289841,0.002247189,0.001,0,1,,,,
1700001J03Rik,0.281289841,0.002247189,0.001,0,1,,,,
Uroc1,0.281289841,0.002247189,0.001,0,1,,,,
Lrtm2,0.281289841,0.002247189,0.001,0,1,,,,
Clip3,0.281289841,0.002247189,0.001,0,1,,,,
Vmn2r126,0.281289841,0.002247189,0.001,0,1,,,,
A230065N10Rik,0.281289841,0.002247189,0.001,0,1,,,,
Gm44549,0.281289841,0.002247189,0.001,0,1,,,,
Cd209c,0.281289841,0.002247189,0.001,0,1,,,,
Gm44955,0.281289841,0.002247189,0.001,0,1,,,,
Exph5,0.281289841,0.002247189,0.001,0,1,,,,
Cacna2d2,0.281289841,0.002247189,0.001,0,1,,,,
Gm34106,0.281289841,0.002247189,0.001,0,1,,,,
Gm35501,0.281289841,0.002247189,0.001,0,1,,,,
Gm47140,0.281289841,0.002247189,0.001,0,1,,,,
Gm47710,0.281289841,0.002247189,0.001,0,1,,,,
Gm29237,0.281289841,0.002247189,0.001,0,1,,,,
Gm39822,0.281289841,0.002247189,0.001,0,1,,,,
Dio3,0.281289841,0.002247189,0.001,0,1,,,,
Gm35558,0.281289841,0.002247189,0.001,0,1,,,,
4930438E09Rik,0.281289841,0.002247189,0.001,0,1,,,,
Gm10384,0.281289841,0.002247189,0.001,0,1,,,,
Kcnj4,0.281289841,0.002247189,0.001,0,1,,,,
AC113595.1,0.281289841,0.002247189,0.001,0,1,,,,
Krt7,0.281289841,0.002247189,0.001,0,1,,,,
Ly6g6e,0.281289841,0.002247189,0.001,0,1,,,,
Mucl3,0.281289841,0.002247189,0.001,0,1,,,,
Tcte1,0.281289841,0.002247189,0.001,0,1,,,,
Tmem262,0.281289841,0.002247189,0.001,0,1,,,,
Naaladl1,0.281289841,0.002247189,0.001,0,1,,,,
Lbx1,0.281289841,0.002247189,0.001,0,1,,,,
Dnmt3c,0.281289841,0.002247189,0.001,0,1,,,,
Ecrg4,0.446354993,0.002247189,0,0,1,,,,
Neu2,0.446354993,0.002247189,0,0,1,,,,
Gli2,0.446354993,0.002247189,0,0,1,,,,
Fam163a,0.446354993,0.002247189,0,0,1,,,,
Lmx1a,0.446354993,0.002247189,0,0,1,,,,
Irf6,0.446354993,0.002247189,0,0,1,,,,
Ccdc3,0.446354993,0.002247189,0,0,1,,,,
Gm34653,0.446354993,0.002247189,0,0,1,,,,
4930412B13Rik,0.446354993,0.002247189,0,0,1,,,,
AI847159,0.446354993,0.002247189,0,0,1,,,,
Ghrh,0.446354993,0.002247189,0,0,1,,,,
Trpc4,0.446354993,0.002247189,0,0,1,,,,
Gucy1a1,0.446354993,0.002247189,0,0,1,,,,
Ntng1,0.446354993,0.002247189,0,0,1,,,,
B230334C09Rik,0.446354993,0.002247189,0,0,1,,,,
Lrrc7,0.446354993,0.002247189,0,0,1,,,,
Gm12786,0.446354993,0.002247189,0,0,1,,,,
Spocd1,0.446354993,0.002247189,0,0,1,,,,
Gm13056,0.446354993,0.002247189,0,0,1,,,,
Gm42620,0.446354993,0.002247189,0,0,1,,,,
4930412F09Rik,0.446354993,0.002247189,0,0,1,,,,
Lmcd1,0.446354993,0.002247189,0,0,1,,,,
Ssu2,0.446354993,0.002247189,0,0,1,,,,
Gm44200,0.446354993,0.002247189,0,0,1,,,,
Gm44151,0.446354993,0.002247189,0,0,1,,,,
Crxos,0.446354993,0.002247189,0,0,1,,,,
AC159140.1,0.446354993,0.002247189,0,0,1,,,,
Mrgprx2,0.446354993,0.002247189,0,0,1,,,,
Peg12,0.446354993,0.002247189,0,0,1,,,,
Cuzd1,0.446354993,0.002247189,0,0,1,,,,
Cd163l1,0.446354993,0.002247189,0,0,1,,,,
Mrgprf,0.446354993,0.002247189,0,0,1,,,,
Cdh3,0.446354993,0.002247189,0,0,1,,,,
Gm31774,0.446354993,0.002247189,0,0,1,,,,
Zfp599,0.446354993,0.002247189,0,0,1,,,,
Gm39329,0.446354993,0.002247189,0,0,1,,,,
Mrap2,0.446354993,0.002247189,0,0,1,,,,
Gm47950,0.446354993,0.002247189,0,0,1,,,,
Gli1,0.446354993,0.002247189,0,0,1,,,,
Gm12064,0.446354993,0.002247189,0,0,1,,,,
Vtn,0.446354993,0.002247189,0,0,1,,,,
Tac4,0.446354993,0.002247189,0,0,1,,,,
Nxph3,0.446354993,0.002247189,0,0,1,,,,
1700028N14Rik,0.446354993,0.002247189,0,0,1,,,,
Gm11731,0.446354993,0.002247189,0,0,1,,,,
Gm11351,0.446354993,0.002247189,0,0,1,,,,
Gm48441,0.446354993,0.002247189,0,0,1,,,,
Cacna2d3,0.446354993,0.002247189,0,0,1,,,,
Tlr11,0.446354993,0.002247189,0,0,1,,,,
Cdh12,0.446354993,0.002247189,0,0,1,,,,
Gm10856,0.446354993,0.002247189,0,0,1,,,,
Wnt10b,0.446354993,0.002247189,0,0,1,,,,
Hoxc8,0.446354993,0.002247189,0,0,1,,,,
Morc1,0.446354993,0.002247189,0,0,1,,,,
Gm31641,0.446354993,0.002247189,0,0,1,,,,
Prss41,0.446354993,0.002247189,0,0,1,,,,
Gm20461,0.446354993,0.002247189,0,0,1,,,,
Gm29051,0.446354993,0.002247189,0,0,1,,,,
Gm49938,0.446354993,0.002247189,0,0,1,,,,
Gm33373,0.446354993,0.002247189,0,0,1,,,,
Gm14493,0.446354993,0.002247189,0,0,1,,,,
Gm364,0.446354993,0.002247189,0,0,1,,,,
Tmem47,0.446354993,0.002247189,0,0,1,,,,
Rgs8,0.446354993,0.002247189,0,0,1,,,,
Gm20744,0.446354993,0.002247189,0,0,1,,,,
Shisa6,0.446354993,0.002247189,0,0,1,,,,
Gm3558,0.446354993,0.002247189,0,0,1,,,,
Cep85,0.496323685,0.002240616,0.058,0.064,1,,,,
4932441J04Rik,0.301289063,0.002236102,0.007,0.01,1,,,,
Gpam,0.887776881,0.002225431,0.019,0.02,1,,,,
Klc1,0.926008467,0.002214159,0.975,0.972,1,,,,
Ndn,0.43804689,0.00220594,0.002,0.001,1,,,,
9430065F17Rik,0.806370897,0.00220594,0.003,0.003,1,,,,
Gm47903,0.831779734,0.00220594,0.002,0.003,1,,,,
Gm11280,0.832155953,0.00220594,0.002,0.002,1,,,,
Itga7,0.832954816,0.00220594,0.002,0.002,1,,,,
Lims2,0.852139901,0.00220594,0.004,0.005,1,,,,
Asb14,0.862665538,0.00220594,0.002,0.001,1,,,,
Gm14120,0.978445241,0.00220594,0.003,0.003,1,,,,
Hjurp,0.593996859,0.002186464,0.92,0.938,1,,,,
Tcaf2,0.522193278,0.002180491,0.011,0.013,1,,,,
Rasip1,0.93824906,0.002180491,0.006,0.006,1,,,,
2810454H06Rik,0.221639854,0.002176308,0.023,0.03,1,,,,
Rhou,0.299134212,0.002167142,0.885,0.909,1,,,,
Tpk1,0.300081769,0.002165694,0.069,0.079,1,,,,
Crispld2,0.562778148,0.002165073,0.004,0.005,1,,,,
Zswim5,0.820602297,0.002165073,0.007,0.006,1,,,,
Ptprq,0.851477091,0.002165073,0.004,0.005,1,,,,
Nkapl,0.851761216,0.002165073,0.004,0.005,1,,,,
Zfp97,0.96886916,0.002165073,0.005,0.005,1,,,,
Polr3g,0.759238378,0.002161537,0.028,0.03,1,,,,
Gm48045,0.307961972,0.002149427,0.002,0.001,1,,,,
Kbtbd6,0.307961991,0.002149427,0.002,0.001,1,,,,
9330159F19Rik,0.398509233,0.002149427,0.004,0.002,1,,,,
Gm29865,0.437911717,0.002149427,0.002,0.001,1,,,,
Gm45151,0.437911717,0.002149427,0.002,0.001,1,,,,
Mmp24,0.626402077,0.002149427,0.001,0.001,1,,,,
