pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_MEMBRANE_TRAFFICKING	0.876376988984088	0.907127058773004	0.0287861460642093	0.0361501440011587	0.648019638324955	343	Ctsz Vamp8 Igf2r Nedd8 Tubb4b Vti1a Tuba4a Rab32 Rab10 Actb Trappc2l Sptan1 Gabarap Dynll2 Mvb12b Tuba1a Agpat3 Cpd Dynll1 Arrb2 Epn1 Hspa8 Mvb12a Dync1i2 Trappc1 Chmp3 Rab8a Vps28 Ap2s1 Use1 Dctn2 Arpc4 Cops5 Ap1s2 Ap1s1 Dctn1 Gm11808 Sec13 Tfrc Cops6 Copz1 Trappc3 Ap2a1 Ldlr Capzb Dctn3 Fnbp1l Kifap3 Kdelr1 Tpd52l1 Uba52 Rab27a Optn M6pr Gns Rab5c Rab1b Ap1m1 Trappc5 Sptbn1 Clta Copb2 Kif21a Vps36 Bicd2 Cnih1 Gps1 Rab38 Lman1 Napg Tsg101 Scoc Tubb3 Tuba1b Chmp6 Grk2 Cope Rab14 Map1lc3b Akt2 Akt1 Sbf1 Dctn5 Tbc1d13 Dctn4 Cops3 Arf1 Galnt2 Surf4 Cyth2 Copz2 Hps1 Ldlrap1 Rab3ip Klc4 Rab5b Cops4 Gabarapl2 Snf8 Sbf2 Ankrd28 Aak1 Cops7a Hgs Dennd6a Dennd2a Copg1 Kif16b Kif3a Acbd3 Sort1 Dync1h1 Itsn1 Actr10 Tbc1d10a Rab18 Trappc6b Tmf1 Tor1b Kif3b Necap2 Cog4 Sys1 Cog8 Stx5a Vps4a Vps52 Galnt1 Snapin Ccz1 Bet1 Tmed9 Dennd5b Arpc2 Arpc3 Rabgap1 Rab13 Dctn6 Bloc1s6 Rabepk Tbc1d20 Klc1 Chmp2b Hps4 Actr1a Vps53 Ppp6r1 Kif5b Ywhae Arfgap2 Tbc1d10b Rab35 Rab11a Pafah1b2 Ap2m1 Gcc2 Ap2b1 Ap4s1 Trappc10 Sec16a Stx16 Golga2 Fnbp1 Cltb Kif13b Tuba1c Cltc Plin3 Cops8 Dnase2a Trappc9 Trappc6a Trappc4 Arf3 Arfrp1 Cog2 Kif21b Stam Trappc12 Preb Sh3gl1 Arpc1a Copg2 Cog5 Napa Tgoln1 Bet1l Rab3gap1 Sar1b Copb1 Chmp5 Arl1 Kif2a Tmed2 Rab7 Ubb Gbf1 Synj1 Tfg Trip11 Stx6 Cyth3 Grb2 Tmed10 Dync1li1 Dync1li2 Arcn1 Pafah1b3 Cops2 Ap2a2 Copa Ppp6c Mcfd2 Pip5k1c Ocrl Sec31a Ykt6 Arpc5
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	3.42663573878953e-05	0.000984938118764889	0.557332238758646	0.268471334261767	2.6269862212942	79	Dct Psmb5 Ass1 Psmc5 Ckb Psma6 Psmb6 Slc45a2 Psmc1 Slc44a1 Psmd7 Adi1 Scly Psmb3 Slc6a8 Psmd10 Psmd4 Psmc3 Phgdh Asl Tyr Oca2 Psmc4 Asns Psmd6 Psma1 Tyrp1 Psma7 Gamt Psmd2 Mri1 Psmb10 Paox Serinc3 Slc7a5 Psmd13 Psmc2 Psmd12 Oaz1 Mtap Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Amd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_METABOLISM_OF_CARBOHYDRATES	0.15629522431259	0.304707732964198	0.131457611642763	0.119681434277748	1.31977917334823	107	Hexa Aldoa Naglu Calm3 Gusb Sdc1 Chsy3 Tpi1 Man2b1 Pgls Gaa Pgd Taldo1 Xylt2 Slc35b2 Dera Sec13 Hgsnat Ust Gnpda1 Abcc5 Pkm Gyg Gns Pfkfb3 Manba Glb1 Tpr Akr1b3 Mdh1 Pfkl Ext2 St3gal3 G6pdx Pom121 Galk1
REACTOME_METABOLISM_OF_LIPIDS	0.114973262032086	0.247380089708192	0.149207542435322	0.098743396480349	1.38380993762766	194	Ptgds Ptges Fabp5 Hexa Lpcat2 Gde1 Tecr Ctsa Agpat3 Fabp4 Cdipt Sumo2 Slc44a1 Pik3r3 Ppt1 Neu1 Elovl1 Ppt2 Mgll Acsl5 Sin3b Gba Pla2g2e Vac14 Hacd4 Tnfaip8 Rxra Smpd1 Asah1 Plpp3 Glb1 Slc44a2 Cyp51 Cyp2j6 Akr1b3 Hpgds Plekha8 Hsd17b11 Hmgcs1 Acsl3 Lta4h Pikfyve Mboat2 Rab14 Plekha5 Dgat1 Msmo1 Sbf1 Inppl1 Tnfaip8l2 Dhcr7 Hmgcr Arf1 Acbd6 Agpat2 Gla Pmvk Pik3r2 Degs1 Inpp4b Hacd3 Aldh3b1 Mboat7 Galc Kpnb1 Sumf1 Pla2g12a Pon3 Cbr1 Carm1 Hacd1 Mapkapk2 Plpp2 Pon2 Lpcat3 Pip5k1a Pla2g15 Ncor2
REACTOME_METABOLISM_OF_NUCLEOTIDES	0.214052287581699	0.369157868275515	0.11776578836269	0.167777697707591	1.21485509258209	41	Ampd3 Ctps2 Entpd7 Txn1 Nudt1 Nme2 Nme1 Dnph1 Nt5c Ak6 Adk Itpa Impdh2 Rrm2b Gmpr2 Tyms Dtymk Rrm1 Hprt Umps Gart Gmps Rrm2 Upp1 Aprt Atic Adsl
REACTOME_METABOLISM_OF_POLYAMINES	0.00493197181581403	0.0282078592118751	0.407017918923954	0.246118095281428	1.93810224238929	51	Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Psmd4 Psmc3 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Paox Psmd13 Psmc2 Psmd12 Oaz1 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Amd1 Psmf1 Psma2 Psmd9 Psmd5 Srm Psma3 Psmb1 Psmc6 Psma4
REACTOME_METABOLISM_OF_RNA	1.90665510298891e-05	0.000593711214014045	0.575610261071129	0.139417532139371	2.63353114199647	391	Psmb5 Snrpg Ubl5 Snrnp27 Gm2000 Psmc5 Polr2i Snrpd2 Zmat5 Psma6 Psmb6 Ddx41 Rpp21 Hspa8 Exosc4 Ccdc12 Psmc1 Psmd7 Sf3b2 Cnot3 Polr2l Polr2f Phf5a Psmb3 Psmd10 Gm11808 Sec13 U2af1l4 Rrp7a Imp3 Psmd4 Hspb1 Snrpe Bms1 Polr2k Ik Lsm4 Prpf4b Lsm6 Psmc3 Gemin7 Supt5 Uba52 Zcrb1 Upf3a Wbp4 Upf1 Psmc4 Lsm10 Utp11 Polr2c Wtap Nop14 BC005624 Ftsj3 Eftud2 Psmd6 Tpr Gtf2h5 Snu13 Prpf8 Syf2 Snrnp35 Lsm3 Psma1 Ybx1 Psma7 Pdcd11 Exosc5 Nt5c3b Akt1 Pom121 Fam32a Cnot6 Psmd2 Gspt1 Usp39 Utp14a Polr2e Snrpd3 Pcbp2 Psmb10 Emg1 Ywhab Dcps Acin1 Ncbp2 Papola Las1l Luc7l3 Cpsf2 Sf3a1 Snrnp200 Bud31 Psmd13 Txnl4a Prpf6 Pabpn1 Ppil2 Xab2 Aqr Psmc2 Lsm8 Mtrex Pcbp1 Psmd12 Hnrnpl Nup35 Sympk Psme3 Leng1 Psmb2 Sde2 Prpf19 Nup214 Thoc7 Set Mapkapk2 Psmb4 Mnat1 Lsm7 Pnn Rbm5 Cnot4 Rbm42 Fcf1 Utp3 Snrpa Nol11 Gtf2f1 Psmd11 Ddx47 Bud23 Pno1 Clns1a Wdr12 Gtf2h1 Nxt1 Lsm1 Cpsf3 Thoc6 Exosc9 Snrnp25 Imp4 Psmd3 Psmd1 Srsf1 Sf3a3 Lsm5 Prkrip1 Snrpf Puf60 Eif4a3 Zmat2 Sf3a2 Pes1 Eif4b Exosc7 Wdr18 C1d Htatsf1 Rbm22 Bop1 Ptbp1 Eif4g1 Mphosph10 Elavl1 Cwc25 Thoc3 Psmf1 Rrp9 Ddx46 Psma2 Ppp2r1a Sf3b4 Psmd9 Cnot10 Ppil3 Utp4 Psmd5 Pqbp1 Ppil1 Ddx39b Nup62 Ncbp1 Nup133 Pelp1 Ddx21 Polr2a Upf2 Rnps1 Srsf10 Zrsr2 Dcaf13 Cnot8 Ppil4 Dhx38 Cnot9 Wdr36 Nop56 Snrpa1 U2af2 Nip7 Lsm2 Nkap Chtop Polr2b Tfip11 Ppwd1 Snrnp48 Srrm1 Wbp11 Prpf40a Ebna1bp2 Smndc1 Psma3 Gpkow Sugp1 Casc3 Nup88 Fip1l1 Eif4e Ncl Psmb1 Wdr61 Magoh Pcf11 Ddx49 Exosc1 Psmc6 Nsrp1 Sf1 Upf3b Slbp Dhx9 Psma4 Ppig Sart1 Slu7 Hnrnpr Rbm10 Dhx8 Rae1 Wdr43 Anp32a Rbmx Smn1 Srrt Mphosph6 Alyref Prpf31 Exosc10 Fbl Ctnnbl1 Tex10 Ccnh Nxf1 Cnot2 Sarnp Khsrp Ubb Snrpb Snrpd1 Fam50a Rbm17 Sf3b3 Cwf19l2 Smg9 Exosc8 Fyttd1 Cwc27 Utp6 Cdc40 Hnrnpa1 Hnrnpf Gnl3 Ddx23
REACTOME_METABOLISM_OF_STEROIDS	0.017080221704213	0.069625194656083	0.352487857583619	0.308539654891903	1.85678329720619	27	Sumo2 Rxra Cyp51 Akr1b3 Hsd17b11 Hmgcs1 Msmo1 Dhcr7 Hmgcr Pmvk Kpnb1 Akr1b8 Mvd Ncoa2 Sqle Srebf2 Srd5a3 Ebp Mbtps1 Pias4 Hsd17b12 Ran
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	0.145395799676898	0.287831529677194	0.14551614609036	0.168391137944947	1.28322611953766	47	Acp5 Cd38 Apoc2 Apoe Cyb5a Nadk Calm3 Sdc1 Folr2 Tcn2 Lrp10
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	0.467445742904841	0.606686890512493	0.0732558655828455	0.161300233007299	0.981713040955255	28	Acp5 Cd38 Cyb5a Nadk Folr2 Tcn2
REACTOME_METALLOPROTEASE_DUBS	0.597539543057997	0.709378256773642	0.0636424081651019	0.177063440192685	0.878212021459826	18	Babam1 Gm11808 Brca1 Uba52 Stambp Brcc3 Nlrp3 Ep300 Babam2 Uimc1 Stam Abraxas2 Ubb Mysm1 Kat2b
REACTOME_MET_PROMOTES_CELL_MOTILITY	0.0202037799803339	0.0770355012175318	0.352487857583619	-0.363894736149833	-1.72840473289282	15	Fn1 Rap1b Rapgef1 Gab1 Rap1a Dock7 Tns3 Col1a2 Rac1 Crkl Itgb1 Grb2
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	0.196696696696697	0.351109867829613	0.11776578836269	0.130680017082388	1.26843364167252	78	Ctsd Ctsb Tubb4b Tuba4a Ctsa Dynll2 Tuba1a Dynll1 Dync1i2 Ap2s1 Dctn2 Ap1s2 Ap1s1 Dctn1 Sec13 Ap2a1 Capzb Dctn3 Kifap3
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	0.00176077004460785	0.0134592529580327	0.45505986738723	0.206311670933318	2.13943393904106	93	Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Ccnd2 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Pole4 Psmc3 Uba52 Hdac1 Psmc4 Psmd6 Psma1 Psma7 Akt2 Akt1 Psmd2 Cdk2 Psmb10 Psmd13 E2f1 Psmc2 Psmd12 Psme3 E2f4 Psmb2 Ccnd3 Psmb4 Mnat1 Psmd11 Mcm7 E2f3 Psmd3 Prim2 Psmd1 Dbf4 Lin37 Psmf1 Abl1 Cks1b Mcm2 Psma2 Ppp2r1a Psmd9 Psmd5 Pola1 Mcm3 Rpa1 Mcm6 Rb1 Psma3 Pole3 Orc2 Psmb1 Orc4 Psmc6 Lin52 Psma4 Gmnn Ppp2cb Cdk4 Orc3 Jak2
REACTOME_MITOTIC_G2_G2_M_PHASES	0.000709746009570991	0.00707949114264595	0.477270815362862	0.207692498945345	2.32924231980625	110	Tubb4b Tuba4a Psmb5 Hsp90ab1 Rbx1 Tubb5 Psmc5 Psma6 Tuba1a Dynll1 Psmb6 Psmc1 Dync1i2 Psmd7 Cep164 Rab8a Dctn2 Psmb3 Dctn1 Psmd10 Gm11808 Psmd4 Dctn3 Psmc3 Uba52 Optn Psmc4 Ssna1 Pcm1 Psmd6 Psma1 Tubb3 Psma7 Tuba1b Tubg1 Lcmt1 Psmd2 Cetn2 Cdk2 Psmb10 Hsp90aa1 Psmd13 E2f1 Psmc2 Ywhag Psmd12 Trp53 Psme3 Psmb2 Psmb4 Mnat1 Dync1h1 Psmd11 Prkar2b E2f3 Psmd3 Psmd1 Psmf1 Psma2 Ppp2r1a Psmd9 Psmd5 Cep57 Actr1a Haus8 Ywhae Cdk5rap2 Tubgcp2 Psma3 Tuba1c Psmb1 Psmc6 Cep250 Psma4 Cep135 Ppp2cb Ckap5 Akap9
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	0.0842391304347826	0.201720016840275	0.178219874951973	0.117854857337658	1.48956433197593	150	Tubb4b Tuba4a Psmb5 Psmc5 Dynll2 Psma6 Tuba1a Dynll1 Psmb6 Psmc1 Dync1i2 Psmd7 Chmp3 Pttg1 Psmb3 Psmd10 Gm11808 Sec13 Psmd4 Nudc Psmc3 Anapc5 Pmf1 Uba52 Rangap1 Sirt2 Psmc4 Psmd6 Smc3 Psma1 Tubb3 Psma7 Tuba1b Chmp6 Anapc15 Anapc2 Pom121 Psmd2 Mad1l1 Cenpf Psmb10 Ube2s Spc24 Itgb3bp B9d2 Anapc11 Bub3 Psmd13 Psmc2 Kpnb1 Ppp1cc Incenp Psmd12 Nup35 Psme3 Psmb2 Psmb4 Dync1h1 Banf1 Cdca8 Psmd11 Psmd3 Psmd1 Sumo1 Rcc2 Anapc7 Psmf1 Vps4a Ube2d1 Psma2 Ppp2r1a Psmd9 Psmd5 Nup133 Chmp2b Cdc16 Ube2c Ppp2r5c Psma3 Ppp2r5e Tuba1c Psmb1 Emd Anapc1 Psmc6 Smc1a Psma4 Stag2 Ppp2cb Ran Ckap5 Anapc16 Ube2e1 Anapc10 Kif2a Ubb Hdac8 Taok1 Anapc4 Dync1li1 Dync1li2 Xpo1 Psma5 Clasp1 Ankle2 Zwint Nup93 Nup205 Pds5b Cdc26 Pds5a Rad21 Nup98 Spdl1 Psmb7 Ndel1 Spast Vrk1 Mapre1 Clip1 Seh1l Ahctf1 Lmnb1
REACTOME_MITOTIC_PROMETAPHASE	0.0366032210834553	0.113978363429315	0.287857117255149	0.156075732682273	1.59281223291418	89	Tubb4b Tuba4a Tubb5 Dynll2 Tuba1a Dynll1 Dync1i2 Cep164 Dctn2 Dctn1 Sec13 Nudc Dctn3 Pmf1 Rangap1 Ssna1 Pcm1 Smc3 Tubb3 Tuba1b Tubg1 Cetn2 Mad1l1 Cenpf Spc24 Itgb3bp B9d2 Hsp90aa1 Bub3 Ppp1cc Ywhag Incenp Dync1h1 Cdca8 Prkar2b Rcc2 Ppp2r1a Nup133 Cep57 Actr1a Haus8 Ywhae Cdk5rap2 Tubgcp2 Ppp2r5c Ppp2r5e Tuba1c Numa1 Cep250 Smc1a Stag2 Cep135 Ppp2cb Ckap5 Akap9 Kif2a Tubgcp4 Hdac8 Taok1 Dync1li1 Odf2 Dync1li2 Xpo1 Clasp1 Zwint Pds5b Pds5a Smc4 Rad21 Nup98 Spdl1 Ndel1 Mapre1 Clip1 Seh1l Ahctf1
REACTOME_MITOTIC_PROPHASE	0.240740740740741	0.397998632442668	0.144630528034484	-0.145841891449862	-1.16616330806894	43	Rbm39 Ranbp2 Rab2a Mapk1 Lmna Rab1a Vrk2 Nup50 Nup54 Lmnb1 Seh1l Vrk1 Lpin2 Nup153 Nup98 Smc4 Nup205 Nup93 Ncapg2 Rae1 Emd Numa1 Gorasp2 Nup88 Golga2 Rb1 Mcph1 Nup133 Nup62 Ctdnep1 Ncaph2 Nek9 Mapk3 Banf1 Set Nup214 Nup35
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	0.0712025316455696	0.181404631760644	0.211400189384923	0.168420523788474	1.45198027895622	61	Dynll2 Dynll1 Dync1i2 Sec13 Nudc Anapc5 Pmf1 Rangap1 Anapc15 Anapc2 Mad1l1 Cenpf Ube2s Spc24 Itgb3bp B9d2 Anapc11 Bub3 Ppp1cc Incenp Dync1h1 Cdca8 Rcc2 Anapc7 Ube2d1 Ppp2r1a Nup133 Cdc16 Ube2c Ppp2r5c Ppp2r5e Anapc1 Ppp2cb Ckap5 Anapc16 Ube2e1 Anapc10 Kif2a Taok1 Anapc4 Dync1li1 Dync1li2 Xpo1 Clasp1 Zwint Cdc26 Nup98 Spdl1 Ndel1 Mapre1 Clip1 Seh1l Ahctf1
REACTOME_MRNA_CAPPING	0.0115548213318007	0.0535246062518535	0.380730400722792	0.361927697071859	1.85765615089114	19	Polr2i Polr2l Polr2f Polr2k Supt5 Polr2c Gtf2h5 Polr2e Ncbp2 Mnat1 Gtf2f1 Gtf2h1 Ncbp1 Polr2a Polr2b
REACTOME_MRNA_SPLICING	0.000277252717263001	0.00403636748119253	0.49849310876659	0.178253616172079	2.38341531748425	173	Snrpg Ubl5 Snrnp27 Polr2i Snrpd2 Zmat5 Ddx41 Hspa8 Ccdc12 Sf3b2 Polr2l Polr2f Phf5a U2af1l4 Snrpe Polr2k Ik Lsm4 Prpf4b Lsm6 Zcrb1 Wbp4 Polr2c BC005624 Eftud2 Snu13 Prpf8 Syf2 Snrnp35 Lsm3 Ybx1 Fam32a Usp39 Polr2e Snrpd3 Pcbp2 Acin1 Ncbp2 Luc7l3 Sf3a1 Snrnp200 Bud31 Txnl4a Prpf6 Ppil2 Xab2 Aqr Lsm8 Mtrex Pcbp1 Hnrnpl Leng1 Sde2 Prpf19 Lsm7 Pnn Rbm5 Rbm42 Snrpa Gtf2f1 Snrnp25 Srsf1 Sf3a3 Lsm5 Prkrip1 Snrpf Puf60 Eif4a3 Zmat2 Sf3a2 Htatsf1 Rbm22 Ptbp1 Cwc25 Ddx46 Sf3b4 Ppil3 Pqbp1 Ppil1 Ddx39b Ncbp1 Polr2a Rnps1 Srsf10 Zrsr2 Ppil4 Dhx38 Snrpa1 U2af2 Lsm2 Nkap Polr2b Tfip11 Ppwd1 Snrnp48 Srrm1 Wbp11 Prpf40a Smndc1 Gpkow Sugp1 Casc3 Magoh Nsrp1 Sf1 Upf3b Dhx9 Ppig Sart1 Slu7 Hnrnpr Rbm10 Dhx8 Rbmx Srrt Alyref Prpf31 Ctnnbl1 Snrpb Snrpd1 Fam50a Rbm17 Sf3b3 Cwf19l2 Cwc27 Cdc40 Hnrnpa1 Hnrnpf Ddx23 Ddx42 Tcerg1 Cwc22 Cdc5l U2af1 Sf3b5 Prpf38a Cwc15 Rbm8a Hnrnph1 Crnkl1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	0.00394687000563086	0.0244444269409513	0.407017918923954	0.280521390460217	2.07264766008139	43	Snrpg Polr2i Snrpd2 Zmat5 Sf3b2 Polr2l Polr2f Snrpe Polr2k Zcrb1 Polr2c Eftud2 Prpf8 Snrnp35 Ybx1 Polr2e Snrpd3 Ncbp2 Snrnp200 Txnl4a Prpf6 Gtf2f1 Snrnp25 Srsf1 Snrpf Sf3b4 Ncbp1 Polr2a Zrsr2 Polr2b Snrnp48
REACTOME_MTORC1_MEDIATED_SIGNALLING	0.727592267135325	0.799147058313264	0.0543434390269162	0.157405698635687	0.780712137060655	18	Lamtor4 Lamtor2 Lamtor5 Akt1s1
REACTOME_MTOR_SIGNALLING	0.881469115191987	0.909877420009408	0.0431901998334182	0.110363780094222	0.67170121299647	28	Lamtor4 Lamtor2 Lamtor5 Akt1s1 Rragc Lamtor1 Akt2 Akt1 Ywhab Prkag1 Eif4b Prkaa1 Eif4g1
REACTOME_MUSCLE_CONTRACTION	0.159383033419023	0.308580967983981	0.178219874951973	-0.186484473501165	-1.28814244502934	33	Atp2b1 Asph Camk2d Slc8a1 Vcl Tmod3 Vim Atp1b3 Calm2 Camk2g Itpr1 Atp2b4
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	0.327731092436975	0.489196477525764	0.12563992130984	-0.10261394181491	-1.08274633484418	72	Fbxw11 Fos App Tlr4 Ppp2ca Map3k8 Jun Nlrc5 Nfkbia Traf6 Map2k4 Ubc Ripk2 Ube2d3 Mapk1 Dusp6 Ripk3 Tnip2 Ube2n Tbk1 Map2k3 Cul1 Ripk1 Ube2d2a Tab2 Mapk8 Atf1 Atf2 Irak2 Creb1 Nkiras2 Usp18 Ikbkb Nod1 Rela Map3k7 Dusp3 Ubb Mapk9 Mapkapk3 Chuk Irf3 Ppp2cb Irak1
REACTOME_MYD88_MAL_TIRAP_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.189473684210526	0.34313408723748	0.16440575583821	-0.13225260188708	-1.24675332152806	58	Fbxw11 Fos App Ppp2ca Map3k8 Jun Nlrc5 Nfkbia Traf6 Map2k4 Ubc Ripk2 Mapk1 Dusp6 Tnip2 Ube2n Map2k3 Cul1 Tab2 Mapk8 Atf1 Atf2 Irak2 Creb1 Nkiras2 Usp18 Ikbkb Nod1 Rela Map3k7 Dusp3 Ubb Mapk9 Mapkapk3 Chuk Ppp2cb Irak1
REACTOME_M_PHASE	0.00563171574318437	0.0307958699907789	0.407017918923954	0.138877777773492	2.00284368728265	204	Prkcb Tubb4b Tuba4a Psmb5 Tubb5 Psmc5 Dynll2 Psma6 Tuba1a Dynll1 Psmb6 Psmc1 Dync1i2 Psmd7 Cep164 Chmp3 Dctn2 Pttg1 Psmb3 Dctn1 Psmd10 Gm11808 Sec13 Psmd4 Nudc Arpp19 Dctn3 Psmc3 Anapc5 Pmf1 Uba52 Rangap1 Rab1b Sirt2 Psmc4 Ssna1 Pcm1 Psmd6 Tpr Smc3 Psma1 Tubb3 Psma7 Tuba1b Tubg1 Chmp6 Anapc15 Anapc2 Pom121 Psmd2 Cetn2 Mad1l1 Cenpf Psmb10 Ube2s Spc24 Itgb3bp B9d2 Anapc11 Hsp90aa1 Bub3 Psmd13 Psmc2 Kpnb1 Ppp1cc Ywhag Incenp Psmd12 Nup35 Psme3 Psmb2 Nup214 Set Psmb4 Dync1h1 Banf1 Cdca8 Psmd11 Prkar2b Psmd3 Psmd1 Sumo1 Rcc2 Mapk3 Anapc7 Nek9 Ncaph2 Ctdnep1 Psmf1 Vps4a Ube2d1 Psma2 Ppp2r1a Psmd9 Psmd5 Nup62 Nup133 Cep57 Chmp2b Actr1a Haus8 Cdc16 Ywhae Ube2c Cdk5rap2 Mcph1 Rb1 Tubgcp2 Ppp2r5c Psma3 Golga2 Nup88 Gorasp2 Ppp2r5e Tuba1c Psmb1 Numa1 Emd Anapc1 Psmc6 Cep250 Smc1a Psma4 Rae1 Ncapg2 Stag2 Cep135 Ppp2cb Ran Ckap5 Akap9
REACTOME_NEDDYLATION	0.125523012552301	0.261059920354601	0.14551614609036	0.113791641164141	1.36998632064071	132	Nfe2l2 Nedd8 Elob Psmb5 Rbx1 Psmc5 Commd3 Psma6 Vcp Psmb6 Psmc1 Psmd7 Cops5 Psmb3 Ube2m Psmd10 Gm11808 Psmd4 Cops6 Ddb1 Commd7 Psmc3 Commd1 Uba52 Dcaf7 Commd9 Psmc4 Gps1 Psmd6 Commd8 Psma1 Psma7 Fbxl15 Klhl22 Dcaf6 Cops3 Psmd2 Psmb10 Fbxo22 Cops4 Psmd13 Psmc2 Psmd12 Spsb2 Cops7a Dda1 Psme3 Psmb2 Commd4 Psmb4 Uchl3 Psmd11 Dcaf5 Psmd3 Commd10 Psmd1 Eloc Dcun1d5 Psmf1 Fbxo6 Ube2d1 Wdtc1 Psma2 Psmd9 Psmd5 Rbbp7 Keap1 Dcaf13
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	0.477690288713911	0.611989501312336	0.096887770327544	-0.144373843301366	-0.978753447925865	32	Dusp1 Ppp2ca Dusp10 Braf Kras Dusp5 Ubc Mapk1 Dusp6 Ppp2r5a
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	0.757174392935982	0.822473347365539	0.0632191170859458	-0.151429986834522	-0.772707068426159	17	Sh3kbp1 Ubc Ptpn2 Eps15 Stam2 Usp8 Cbl Grb2 Ubb Sh3gl1 Stam
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	0.332467532467533	0.494268077601411	0.119348440591015	-0.133523956497684	-1.0905404660836	44	Cd86 Ppp2ca Pik3cb Fyn Gab1 Traf6 Hbegf Pik3r1 Akt3 Mapk1 Ppp2r5a Irs2 Frs2 Pik3cd Pten Cd80 Myd88 Il1rap
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.111111111111111	0.243272569444444	0.155241966228839	0.117362483697041	1.39296408857473	126	Rras Itga9 Tyrobp Vasp Tubb4b Sema4d Tuba4a Arpc1b Actb Hsp90ab1 Sptan1 Tuba1a Plxnd1 Met Psenen Pik3r3 Pfn1 Plxna1 Ap2s1 Map2k2 Arpc4 Rdx Hras Gm11808 Ap2a1 Dag1 Arhgef12 Uba52 Ptk2 Sptbn1 Clta Cdk5 Dok1 Tubb3 Tuba1b Itgav Msn Dpysl2
REACTOME_NEURONAL_SYSTEM	0.438291139240506	0.585455302304696	0.0738052724171275	0.117976923327601	1.02222308829655	62	Gngt2 Prkcb Gng12 Calm3 Gnai2 Ppfibp2 Hspa8 Camk1 Ap2s1 Gng5 Grik3 Glrb Ap2a1 Gnb1 Flot2
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	0.0506851238583203	0.140822942390948	0.321775918075361	0.232541637363484	1.58498563318883	35	Gngt2 Prkcb Gng12 Calm3 Gnai2 Camk1 Ap2s1 Gng5 Grik3 Glrb Ap2a1 Gnb1
REACTOME_NEUTROPHIL_DEGRANULATION	8.47142596797321e-10	1.582744751683e-07	0.801215574617779	0.200880509719867	3.50703843000597	325	Lyz2 Slpi Gmfg Lcn2 Hp C3 Ctsz Fcer1g Cfp Fpr1 Cyba Grn Fpr2 Vamp8 Lamp1 H2-K1 Tnfrsf1b Clec4d Rhog Ctsd Timp2 Fabp5 Ppia Tyrobp Atp6v0c Igf2r Slc11a1 Lamtor2 Pirb Tlr2 Ctsb Tubb4b Aldoa Clec12a H2-Q7 Pdap1 Eef2 Ptpn6 Ptprj Siglece Rab10 Serpinb6a Mif Gusb Pira2 Cybb Cd63 Hsp90ab1 Syngr1 Sptan1 Tubb5 Atp6v1d Ctsa Bri3 Commd3 Hvcn1 Man2b1 S100a8 Dpp7 Vcp Gaa Vat1 Dynll1 Srp14 Mcemp1 Bst2 Gstp1 Hspa8 Psmd7 Trappc1 Folr2 Sirpa Neu1 Arl8a Dera Rnaset2a Rab4b Hgsnat Rap2b Hmox2 Ampd3 Itgal Itgb2 Psmc3 Ano6 Fgr Aga Creg1 Hmgb1 Pkm Eef1a1 Rab27a Gyg Tcirg1 Gns Rab5c Ap1m1 Commd9 Nfkb1 Manba Asah1 2310033P09Rik Ubr4 Glb1 Slc44a2 Psmd6 Nme2 Rnaset2b Dok3 H2-Q6 Slc15a4 Itgav Lta4h Ggh Pdxk Mapk14 Rab14 Pfkl Dgat1 Adgre5 Lamtor1 Sh3glb2 Dnase1l1 B2m Psmd2 Idh1 Agpat2 Gla Cnn2 Surf4 Impdh2 Pgrmc1 Pygl Rab5b Degs1 Kcmf1 Cyfip1 Hsp90aa1 Mlec Psmd13 Xrcc6 Faf2 Aldh3b1 Psmc2 Kpnb1 Cd68 Psmd12
